claim_id,tier,outcome,turnaround_hours
CLM-003899,Amber,Human review,34.3
CLM-003900,Green,Auto-approved,2.1
CLM-003901,Green,Auto-approved,2.0
CLM-003902,Red,SIU referral,300.0
CLM-003903,Amber,Human review,49.9
CLM-003904,Amber,Human review,88.2
CLM-003905,Amber,Human review,88.4
CLM-003906,Amber,Human review,95.0
CLM-003907,Amber,Human review,88.8
CLM-003908,Amber,Human review,32.1
CLM-003909,Amber,Human review,30.2
CLM-003910,Green,Auto-approved,1.4
CLM-003911,Green,Auto-approved,1.8
CLM-003912,Green,Auto-approved,1.2
CLM-003913,Green,Auto-approved,3.5
CLM-003914,Amber,Human review,61.5
CLM-003915,Amber,Human review,35.5
CLM-003916,Green,Auto-approved,2.7
CLM-003917,Amber,Human review,25.6
CLM-003918,Red,SIU referral,304.9
CLM-003919,Amber,Human review,77.0
CLM-003920,Amber,Human review,24.5
CLM-003921,Green,Auto-approved,3.6
CLM-003922,Amber,Human review,50.1
CLM-003923,Green,Auto-approved,2.5
CLM-003924,Amber,Human review,66.5
CLM-003925,Amber,Human review,72.9
CLM-003926,Green,Auto-approved,2.8
CLM-003927,Green,Auto-approved,2.9
CLM-003928,Green,Auto-approved,1.6
CLM-003929,Green,Auto-approved,3.5
CLM-003930,Green,Auto-approved,3.4
CLM-003931,Green,Auto-approved,2.6
CLM-003932,Green,Auto-approved,1.4
CLM-003933,Green,Auto-approved,1.6
CLM-003934,Amber,Human review,85.6
CLM-003935,Amber,Human review,80.4
CLM-003936,Amber,Human review,78.1
CLM-003937,Green,Auto-approved,2.8
CLM-003938,Green,Auto-approved,3.2
CLM-003939,Amber,Human review,47.0
CLM-003940,Amber,Human review,50.5
CLM-003941,Green,Auto-approved,1.0
CLM-003942,Red,SIU referral,163.6
CLM-003943,Green,Auto-approved,1.3
CLM-003944,Green,Auto-approved,4.0
CLM-003945,Amber,Human review,81.0
CLM-003946,Green,Auto-approved,3.3
CLM-003947,Green,Auto-approved,2.9
CLM-003948,Amber,Human review,44.5
CLM-003949,Amber,Human review,30.5
CLM-003950,Amber,Human review,39.1
CLM-003951,Green,Auto-approved,2.2
CLM-003952,Green,Auto-approved,2.0
CLM-003953,Green,Auto-approved,2.2
CLM-003954,Green,Auto-approved,0.9
CLM-003955,Amber,Human review,24.4
CLM-003956,Green,Auto-approved,0.9
CLM-003957,Red,SIU referral,186.6
CLM-003958,Green,Auto-approved,1.9
CLM-003959,Amber,Human review,57.4
CLM-003960,Amber,Human review,31.9
CLM-003961,Amber,Human review,38.6
CLM-003962,Amber,Human review,65.0
CLM-003963,Amber,Human review,72.9
CLM-003964,Amber,Human review,67.1
CLM-003965,Green,Auto-approved,2.9
CLM-003966,Amber,Human review,45.0
CLM-003967,Green,Auto-approved,2.5
CLM-003968,Green,Auto-approved,3.0
CLM-003969,Green,Auto-approved,2.8
CLM-003970,Green,Auto-approved,0.7
CLM-003971,Amber,Human review,37.1
CLM-003972,Green,Auto-approved,1.6
CLM-003973,Amber,Human review,89.7
CLM-003974,Green,Auto-approved,1.9
CLM-003975,Green,Auto-approved,3.6
CLM-003976,Green,Auto-approved,3.0
CLM-003977,Green,Auto-approved,2.4
CLM-003978,Amber,Human review,71.5
CLM-003979,Amber,Human review,75.5
CLM-003980,Green,Auto-approved,3.3
CLM-003981,Amber,Human review,45.2
CLM-003982,Amber,Human review,87.9
CLM-003983,Green,Auto-approved,2.5
CLM-003984,Green,Auto-approved,1.7
CLM-003985,Amber,Human review,63.6
CLM-003986,Amber,Human review,91.8
CLM-003987,Red,SIU referral,390.4
CLM-003988,Green,Auto-approved,0.7
CLM-003989,Green,Auto-approved,3.4
CLM-003990,Green,Auto-approved,3.5
CLM-003991,Amber,Human review,81.3
CLM-003992,Amber,Human review,25.1
CLM-003993,Green,Auto-approved,1.4
CLM-003994,Amber,Human review,78.6
CLM-003995,Green,Auto-approved,2.6
CLM-003996,Red,SIU referral,175.7
CLM-003997,Green,Auto-approved,3.6
CLM-003998,Red,SIU referral,121.4
CLM-003999,Green,Auto-approved,1.5
CLM-004000,Green,Auto-approved,1.3
CLM-004001,Green,Auto-approved,3.6
CLM-004002,Amber,Human review,51.3
CLM-004003,Green,Auto-approved,3.4
CLM-004004,Amber,Human review,83.3
CLM-004005,Green,Auto-approved,0.8
CLM-004006,Amber,Human review,24.8
CLM-004007,Amber,Human review,52.8
CLM-004008,Green,Auto-approved,3.0
CLM-004009,Green,Auto-approved,3.8
CLM-004010,Green,Auto-approved,3.6
CLM-004011,Green,Auto-approved,2.4
CLM-004012,Green,Auto-approved,1.8
CLM-004013,Red,SIU referral,223.7
CLM-004014,Amber,Human review,39.9
CLM-004015,Green,Auto-approved,1.5
CLM-004016,Green,Auto-approved,2.0
CLM-004017,Amber,Human review,64.7
CLM-004018,Green,Auto-approved,1.2
CLM-004019,Amber,Human review,41.8
CLM-004020,Green,Auto-approved,2.0
CLM-004021,Green,Auto-approved,3.8
CLM-004022,Green,Auto-approved,3.4
CLM-004023,Green,Auto-approved,1.6
CLM-004024,Amber,Human review,49.4
CLM-004025,Amber,Human review,45.8
CLM-004026,Amber,Human review,43.8
CLM-004027,Amber,Human review,90.4
CLM-004028,Red,SIU referral,318.8
CLM-004029,Red,SIU referral,222.6
CLM-004030,Green,Auto-approved,0.6
CLM-004031,Green,Auto-approved,1.2
CLM-004032,Green,Auto-approved,2.4
CLM-004033,Green,Auto-approved,2.4
CLM-004034,Green,Auto-approved,3.8
CLM-004035,Green,Auto-approved,2.1
CLM-004036,Green,Auto-approved,1.6
CLM-004037,Green,Auto-approved,1.3
CLM-004038,Red,SIU referral,198.1
CLM-004039,Amber,Human review,30.9
CLM-004040,Green,Auto-approved,3.3
CLM-004041,Green,Auto-approved,3.4
CLM-004042,Green,Auto-approved,2.4
CLM-004043,Amber,Human review,39.7
CLM-004044,Amber,Human review,29.3
CLM-004045,Amber,Human review,24.7
CLM-004046,Green,Auto-approved,3.1
CLM-004047,Amber,Human review,25.0
CLM-004048,Green,Auto-approved,1.7
CLM-004049,Red,SIU referral,370.6
CLM-004050,Green,Auto-approved,2.4
CLM-004051,Green,Auto-approved,1.9
CLM-004052,Amber,Human review,50.6
CLM-004053,Amber,Human review,64.3
CLM-004054,Amber,Human review,85.0
CLM-004055,Green,Auto-approved,3.1
CLM-004056,Red,SIU referral,218.2
CLM-004057,Amber,Human review,51.6
CLM-004058,Amber,Human review,48.2
CLM-004059,Amber,Human review,39.6
CLM-004060,Green,Auto-approved,2.7
CLM-004061,Green,Auto-approved,3.3
CLM-004062,Green,Auto-approved,1.3
CLM-004063,Amber,Human review,59.8
CLM-004064,Green,Auto-approved,3.9
CLM-004065,Green,Auto-approved,3.5
CLM-004066,Amber,Human review,84.9
CLM-004067,Green,Auto-approved,2.4
CLM-004068,Green,Auto-approved,3.0
CLM-004069,Green,Auto-approved,3.6
CLM-004070,Amber,Human review,93.3
CLM-004071,Red,SIU referral,193.9
CLM-004072,Amber,Human review,61.4
CLM-004073,Green,Auto-approved,0.7
CLM-004074,Amber,Human review,65.8
CLM-004075,Amber,Human review,42.4
CLM-004076,Amber,Human review,33.1
CLM-004077,Amber,Human review,77.3
CLM-004078,Green,Auto-approved,3.1
CLM-004079,Amber,Human review,39.1
CLM-004080,Amber,Human review,85.8
CLM-004081,Amber,Human review,59.4
CLM-004082,Green,Auto-approved,0.7
CLM-004083,Red,SIU referral,330.1
CLM-004084,Amber,Human review,67.9
CLM-004085,Amber,Human review,69.8
CLM-004086,Amber,Human review,68.4
CLM-004087,Amber,Human review,82.1
CLM-004088,Amber,Human review,37.2
CLM-004089,Green,Auto-approved,3.8
CLM-004090,Green,Auto-approved,2.8
CLM-004091,Amber,Human review,56.0
CLM-004092,Green,Auto-approved,3.8
CLM-004093,Amber,Human review,29.8
CLM-004094,Amber,Human review,79.9
CLM-004095,Green,Auto-approved,3.0
CLM-004096,Amber,Human review,47.7
CLM-004097,Amber,Human review,81.6
CLM-004098,Amber,Human review,29.5
CLM-004099,Green,Auto-approved,2.0
CLM-004100,Green,Auto-approved,2.6
CLM-004101,Amber,Human review,52.0
CLM-004102,Amber,Human review,58.3
CLM-004103,Red,SIU referral,99.2
CLM-004104,Green,Auto-approved,3.0
CLM-004105,Green,Auto-approved,3.6
CLM-004106,Amber,Human review,39.2
CLM-004107,Amber,Human review,90.3
CLM-004108,Green,Auto-approved,3.3
CLM-004109,Amber,Human review,50.4
CLM-004110,Amber,Human review,94.4
CLM-004111,Amber,Human review,42.5
CLM-004112,Amber,Human review,94.4
CLM-004113,Green,Auto-approved,3.1
CLM-004114,Green,Auto-approved,1.1
CLM-004115,Green,Auto-approved,3.7
CLM-004116,Green,Auto-approved,0.9
CLM-004117,Green,Auto-approved,3.7
CLM-004118,Green,Auto-approved,3.8
CLM-004119,Green,Auto-approved,0.8
CLM-004120,Green,Auto-approved,2.2
CLM-004121,Amber,Human review,73.9
CLM-004122,Green,Auto-approved,1.6
CLM-004123,Red,SIU referral,162.3
CLM-004124,Red,SIU referral,308.3
CLM-004125,Amber,Human review,80.4
CLM-004126,Amber,Human review,72.7
CLM-004127,Amber,Human review,56.5
CLM-004128,Green,Auto-approved,3.8
CLM-004129,Amber,Human review,42.7
CLM-004130,Green,Auto-approved,2.2
CLM-004131,Green,Auto-approved,3.4
CLM-004132,Green,Auto-approved,1.4
CLM-004133,Green,Auto-approved,3.4
CLM-004134,Amber,Human review,48.7
CLM-004135,Green,Auto-approved,0.7
CLM-004136,Green,Auto-approved,0.6
CLM-004137,Green,Auto-approved,3.8
CLM-004138,Green,Auto-approved,2.1
CLM-004139,Green,Auto-approved,3.3
CLM-004140,Amber,Human review,50.8
CLM-004141,Amber,Human review,61.7
CLM-004142,Red,SIU referral,400.8
CLM-004143,Amber,Human review,72.3
CLM-004144,Amber,Human review,62.7
CLM-004145,Red,SIU referral,345.0
CLM-004146,Amber,Human review,45.6
CLM-004147,Green,Auto-approved,1.6
CLM-004148,Green,Auto-approved,0.7
CLM-004149,Green,Auto-approved,1.7
CLM-004150,Green,Auto-approved,1.7
CLM-004151,Red,SIU referral,198.9
CLM-004152,Green,Auto-approved,2.1
CLM-004153,Amber,Human review,87.0
CLM-004154,Green,Auto-approved,3.4
CLM-004155,Green,Auto-approved,2.7
CLM-004156,Green,Auto-approved,0.8
CLM-004157,Amber,Human review,37.3
CLM-004158,Amber,Human review,50.2
CLM-004159,Amber,Human review,83.9
CLM-004160,Green,Auto-approved,2.2
CLM-004161,Green,Auto-approved,1.7
CLM-004162,Green,Auto-approved,1.4
CLM-004163,Amber,Human review,87.5
CLM-004164,Red,SIU referral,157.7
CLM-004165,Green,Auto-approved,2.7
CLM-004166,Amber,Human review,42.8
CLM-004167,Green,Auto-approved,1.7
CLM-004168,Amber,Human review,59.7
CLM-004169,Green,Auto-approved,2.1
CLM-004170,Green,Auto-approved,3.6
CLM-004171,Amber,Human review,63.0
CLM-004172,Green,Auto-approved,3.5
CLM-004173,Red,SIU referral,142.4
CLM-004174,Amber,Human review,39.5
CLM-004175,Green,Auto-approved,1.4
CLM-004176,Green,Auto-approved,3.3
CLM-004177,Green,Auto-approved,0.7
CLM-004178,Green,Auto-approved,3.5
CLM-004179,Amber,Human review,38.0
CLM-004180,Amber,Human review,65.8
CLM-004181,Green,Auto-approved,1.0
CLM-004182,Green,Auto-approved,2.2
CLM-004183,Green,Auto-approved,2.8
CLM-004184,Amber,Human review,94.3
CLM-004185,Green,Auto-approved,3.6
CLM-004186,Amber,Human review,92.2
CLM-004187,Green,Auto-approved,2.9
CLM-004188,Amber,Human review,70.3
CLM-004189,Amber,Human review,71.3
CLM-004190,Amber,Human review,83.5
CLM-004191,Green,Auto-approved,1.0
CLM-004192,Red,SIU referral,162.2
CLM-004193,Amber,Human review,45.4
CLM-004194,Green,Auto-approved,1.9
CLM-004195,Green,Auto-approved,1.1
CLM-004196,Green,Auto-approved,1.6
CLM-004197,Green,Auto-approved,1.9
CLM-004198,Amber,Human review,69.1
CLM-004199,Green,Auto-approved,1.7
CLM-004200,Amber,Human review,37.2
CLM-004201,Green,Auto-approved,0.8
CLM-004202,Amber,Human review,32.4
CLM-004203,Green,Auto-approved,1.8
CLM-004204,Green,Auto-approved,0.9
CLM-004205,Red,SIU referral,218.1
CLM-004206,Green,Auto-approved,3.2
CLM-004207,Amber,Human review,32.1
CLM-004208,Amber,Human review,41.5
CLM-004209,Green,Auto-approved,2.6
CLM-004210,Amber,Human review,94.0
CLM-004211,Green,Auto-approved,2.4
CLM-004212,Amber,Human review,31.5
CLM-004213,Green,Auto-approved,3.6
CLM-004214,Amber,Human review,31.9
CLM-004215,Green,Auto-approved,2.6
CLM-004216,Green,Auto-approved,3.5
CLM-004217,Amber,Human review,48.0
CLM-004218,Green,Auto-approved,1.5
CLM-004219,Amber,Human review,77.7
CLM-004220,Amber,Human review,86.1
CLM-004221,Red,SIU referral,282.1
CLM-004222,Green,Auto-approved,1.8
CLM-004223,Amber,Human review,50.0
CLM-004224,Green,Auto-approved,3.1
CLM-004225,Red,SIU referral,215.5
CLM-004226,Amber,Human review,63.4
CLM-004227,Amber,Human review,48.7
CLM-004228,Green,Auto-approved,2.3
CLM-004229,Green,Auto-approved,1.0
CLM-004230,Amber,Human review,55.3
CLM-004231,Amber,Human review,57.1
CLM-004232,Green,Auto-approved,3.5
CLM-004233,Green,Auto-approved,2.9
CLM-004234,Amber,Human review,66.7
CLM-004235,Red,SIU referral,188.3
CLM-004236,Amber,Human review,26.8
CLM-004237,Amber,Human review,24.7
CLM-004238,Red,SIU referral,196.6
CLM-004239,Green,Auto-approved,1.7
CLM-004240,Amber,Human review,43.1
CLM-004241,Green,Auto-approved,1.4
CLM-004242,Amber,Human review,57.5
CLM-004243,Amber,Human review,85.7
CLM-004244,Green,Auto-approved,2.3
CLM-004245,Green,Auto-approved,2.2
CLM-004246,Amber,Human review,54.8
CLM-004247,Green,Auto-approved,3.9
CLM-004248,Amber,Human review,47.3
CLM-004249,Green,Auto-approved,1.6
CLM-004250,Green,Auto-approved,3.9
CLM-004251,Amber,Human review,76.7
CLM-004252,Green,Auto-approved,3.5
CLM-004253,Amber,Human review,76.4
CLM-004254,Green,Auto-approved,3.7
CLM-004255,Green,Auto-approved,2.5
CLM-004256,Green,Auto-approved,0.6
CLM-004257,Green,Auto-approved,0.6
CLM-004258,Green,Auto-approved,1.0
CLM-004259,Green,Auto-approved,1.9
CLM-004260,Amber,Human review,40.0
CLM-004261,Green,Auto-approved,2.8
CLM-004262,Green,Auto-approved,3.1
CLM-004263,Amber,Human review,39.9
CLM-004264,Green,Auto-approved,2.6
CLM-004265,Amber,Human review,90.9
CLM-004266,Amber,Human review,26.6
CLM-004267,Amber,Human review,53.5
CLM-004268,Green,Auto-approved,2.6
CLM-004269,Green,Auto-approved,3.5
CLM-004270,Amber,Human review,45.5
CLM-004271,Green,Auto-approved,2.4
CLM-004272,Red,SIU referral,288.0
CLM-004273,Amber,Human review,35.0
CLM-004274,Amber,Human review,29.4
CLM-004275,Amber,Human review,67.3
CLM-004276,Amber,Human review,49.8
CLM-004277,Red,SIU referral,476.4
CLM-004278,Amber,Human review,25.5
CLM-004279,Amber,Human review,44.4
CLM-004280,Green,Auto-approved,2.8
CLM-004281,Green,Auto-approved,3.7
CLM-004282,Green,Auto-approved,1.9
CLM-004283,Amber,Human review,49.9
CLM-004284,Green,Auto-approved,2.5
CLM-004285,Amber,Human review,84.6
CLM-004286,Green,Auto-approved,3.4
CLM-004287,Green,Auto-approved,2.9
CLM-004288,Green,Auto-approved,0.8
CLM-004289,Green,Auto-approved,2.8
CLM-004290,Green,Auto-approved,0.6
CLM-004291,Red,SIU referral,420.6
CLM-004292,Green,Auto-approved,2.7
CLM-004293,Amber,Human review,89.6
CLM-004294,Green,Auto-approved,0.7
CLM-004295,Amber,Human review,78.7
CLM-004296,Amber,Human review,74.7
CLM-004297,Green,Auto-approved,2.5
CLM-004298,Amber,Human review,47.1
CLM-004299,Red,SIU referral,224.0
CLM-004300,Amber,Human review,88.4
CLM-004301,Green,Auto-approved,0.6
CLM-004302,Green,Auto-approved,0.7
CLM-004303,Amber,Human review,71.3
CLM-004304,Amber,Human review,73.4
CLM-004305,Green,Auto-approved,3.4
CLM-004306,Green,Auto-approved,1.8
CLM-004307,Green,Auto-approved,2.3
CLM-004308,Red,SIU referral,457.4
CLM-004309,Green,Auto-approved,3.4
CLM-004310,Red,SIU referral,449.3
CLM-004311,Green,Auto-approved,3.9
CLM-004312,Amber,Human review,88.0
CLM-004313,Green,Auto-approved,3.7
CLM-004314,Green,Auto-approved,1.8
CLM-004315,Amber,Human review,56.6
CLM-004316,Green,Auto-approved,2.0
CLM-004317,Amber,Human review,57.0
CLM-004318,Green,Auto-approved,3.3
CLM-004319,Green,Auto-approved,3.8
CLM-004320,Amber,Human review,26.3
CLM-004321,Amber,Human review,60.2
CLM-004322,Green,Auto-approved,3.2
CLM-004323,Amber,Human review,77.5
CLM-004324,Green,Auto-approved,2.7
CLM-004325,Amber,Human review,77.2
CLM-004326,Amber,Human review,95.0
CLM-004327,Green,Auto-approved,2.5
CLM-004328,Green,Auto-approved,2.3
CLM-004329,Green,Auto-approved,3.7
CLM-004330,Green,Auto-approved,2.3
CLM-004331,Amber,Human review,81.8
CLM-004332,Green,Auto-approved,3.0
CLM-004333,Green,Auto-approved,3.2
CLM-004334,Green,Auto-approved,1.8
CLM-004335,Red,SIU referral,452.7
CLM-004336,Green,Auto-approved,3.4
CLM-004337,Green,Auto-approved,3.0
CLM-004338,Green,Auto-approved,1.2
CLM-004339,Red,SIU referral,272.9
CLM-004340,Green,Auto-approved,0.7
CLM-004341,Green,Auto-approved,3.2
CLM-004342,Green,Auto-approved,0.7
CLM-004343,Amber,Human review,90.0
CLM-004344,Amber,Human review,72.1
CLM-004345,Green,Auto-approved,1.7
CLM-004346,Green,Auto-approved,0.8
CLM-004347,Amber,Human review,77.3
CLM-004348,Amber,Human review,93.0
CLM-004349,Green,Auto-approved,1.4
CLM-004350,Green,Auto-approved,1.5
CLM-004351,Green,Auto-approved,2.6
CLM-004352,Green,Auto-approved,1.8
CLM-004353,Amber,Human review,37.4
CLM-004354,Green,Auto-approved,1.5
CLM-004355,Green,Auto-approved,0.9
CLM-004356,Green,Auto-approved,1.5
CLM-004357,Amber,Human review,49.7
CLM-004358,Red,SIU referral,96.5
CLM-004359,Green,Auto-approved,0.6
CLM-004360,Green,Auto-approved,3.0
CLM-004361,Amber,Human review,61.7
CLM-004362,Amber,Human review,75.1
CLM-004363,Green,Auto-approved,0.7
CLM-004364,Amber,Human review,86.8
CLM-004365,Amber,Human review,45.0
CLM-004366,Amber,Human review,72.4
CLM-004367,Green,Auto-approved,1.2
CLM-004368,Red,SIU referral,171.5
CLM-004369,Green,Auto-approved,2.1
CLM-004370,Red,SIU referral,200.8
CLM-004371,Green,Auto-approved,0.6
CLM-004372,Green,Auto-approved,0.6
CLM-004373,Red,SIU referral,242.0
CLM-004374,Amber,Human review,54.6
CLM-004375,Green,Auto-approved,2.6
CLM-004376,Amber,Human review,65.7
CLM-004377,Amber,Human review,74.1
CLM-004378,Green,Auto-approved,3.8
CLM-004379,Amber,Human review,33.7
CLM-004380,Green,Auto-approved,1.2
CLM-004381,Green,Auto-approved,3.8
CLM-004382,Green,Auto-approved,3.9
CLM-004383,Amber,Human review,42.8
CLM-004384,Green,Auto-approved,3.3
CLM-004385,Amber,Human review,43.3
CLM-004386,Green,Auto-approved,2.7
CLM-004387,Green,Auto-approved,3.4
CLM-004388,Red,SIU referral,389.7
CLM-004389,Amber,Human review,25.9
CLM-004390,Green,Auto-approved,0.5
CLM-004391,Green,Auto-approved,2.0
CLM-004392,Green,Auto-approved,2.6
CLM-004393,Amber,Human review,68.8
CLM-004394,Amber,Human review,63.2
CLM-004395,Amber,Human review,52.6
CLM-004396,Green,Auto-approved,3.8
CLM-004397,Green,Auto-approved,1.0
CLM-004398,Green,Auto-approved,0.7
CLM-004399,Green,Auto-approved,3.3
CLM-004400,Amber,Human review,83.9
CLM-004401,Amber,Human review,84.1
CLM-004402,Green,Auto-approved,1.7
CLM-004403,Green,Auto-approved,2.2
CLM-004404,Green,Auto-approved,3.3
CLM-004405,Green,Auto-approved,2.5
CLM-004406,Amber,Human review,58.3
CLM-004407,Red,SIU referral,301.5
CLM-004408,Green,Auto-approved,3.1
CLM-004409,Red,SIU referral,203.9
CLM-004410,Green,Auto-approved,3.1
CLM-004411,Amber,Human review,74.2
CLM-004412,Amber,Human review,26.2
CLM-004413,Green,Auto-approved,0.7
CLM-004414,Green,Auto-approved,3.4
CLM-004415,Green,Auto-approved,1.3
CLM-004416,Green,Auto-approved,0.6
CLM-004417,Green,Auto-approved,1.6
CLM-004418,Green,Auto-approved,2.3
CLM-004419,Green,Auto-approved,1.2
CLM-004420,Amber,Human review,55.6
CLM-004421,Amber,Human review,75.2
CLM-004422,Red,SIU referral,153.7
CLM-004423,Amber,Human review,67.6
CLM-004424,Amber,Human review,60.2
CLM-004425,Red,SIU referral,318.1
CLM-004426,Red,SIU referral,317.4
CLM-004427,Green,Auto-approved,1.6
CLM-004428,Green,Auto-approved,3.3
CLM-004429,Green,Auto-approved,1.4
CLM-004430,Green,Auto-approved,1.9
CLM-004431,Green,Auto-approved,1.9
CLM-004432,Green,Auto-approved,3.5
CLM-004433,Green,Auto-approved,3.2
CLM-004434,Amber,Human review,85.9
CLM-004435,Green,Auto-approved,2.0
CLM-004436,Red,SIU referral,456.1
CLM-004437,Amber,Human review,95.8
CLM-004438,Amber,Human review,50.2
CLM-004439,Green,Auto-approved,2.0
CLM-004440,Amber,Human review,70.5
CLM-004441,Green,Auto-approved,0.9
CLM-004442,Green,Auto-approved,2.2
CLM-004443,Green,Auto-approved,0.9
CLM-004444,Green,Auto-approved,1.2
CLM-004445,Amber,Human review,77.6
CLM-004446,Amber,Human review,68.9
CLM-004447,Amber,Human review,75.8
CLM-004448,Green,Auto-approved,0.8
CLM-004449,Green,Auto-approved,0.7
CLM-004450,Amber,Human review,85.1
CLM-004451,Green,Auto-approved,3.1
CLM-004452,Green,Auto-approved,1.4
CLM-004453,Amber,Human review,68.8
CLM-004454,Amber,Human review,72.3
CLM-004455,Green,Auto-approved,3.6
CLM-004456,Amber,Human review,84.8
CLM-004457,Amber,Human review,88.2
CLM-004458,Green,Auto-approved,0.7
CLM-004459,Amber,Human review,30.7
CLM-004460,Amber,Human review,77.4
CLM-004461,Amber,Human review,53.2
CLM-004462,Red,SIU referral,326.9
CLM-004463,Green,Auto-approved,3.4
CLM-004464,Green,Auto-approved,0.7
CLM-004465,Green,Auto-approved,2.9
CLM-004466,Amber,Human review,34.9
CLM-004467,Red,SIU referral,122.6
CLM-004468,Green,Auto-approved,2.9
CLM-004469,Green,Auto-approved,1.4
CLM-004470,Amber,Human review,29.8
CLM-004471,Green,Auto-approved,3.5
CLM-004472,Green,Auto-approved,2.8
CLM-004473,Green,Auto-approved,2.7
CLM-004474,Amber,Human review,68.3
CLM-004475,Green,Auto-approved,3.4
CLM-004476,Amber,Human review,39.9
CLM-004477,Green,Auto-approved,1.9
CLM-004478,Amber,Human review,49.7
CLM-004479,Green,Auto-approved,3.2
CLM-004480,Amber,Human review,35.8
CLM-004481,Green,Auto-approved,1.7
CLM-004482,Amber,Human review,89.6
CLM-004483,Green,Auto-approved,1.9
CLM-004484,Amber,Human review,58.5
CLM-004485,Green,Auto-approved,2.6
CLM-004486,Green,Auto-approved,3.2
CLM-004487,Green,Auto-approved,2.6
CLM-004488,Amber,Human review,44.0
CLM-004489,Amber,Human review,42.5
CLM-004490,Green,Auto-approved,2.8
CLM-004491,Amber,Human review,59.9
CLM-004492,Amber,Human review,34.1
CLM-004493,Green,Auto-approved,2.9
CLM-004494,Amber,Human review,74.6
CLM-004495,Green,Auto-approved,0.5
CLM-004496,Amber,Human review,79.5
CLM-004497,Red,SIU referral,118.4
CLM-004498,Green,Auto-approved,1.9
CLM-004499,Green,Auto-approved,0.8
CLM-004500,Green,Auto-approved,3.3
CLM-004501,Amber,Human review,85.1
CLM-004502,Green,Auto-approved,3.8
CLM-004503,Amber,Human review,64.8
CLM-004504,Green,Auto-approved,3.9
CLM-004505,Amber,Human review,66.2
CLM-004506,Amber,Human review,57.3
CLM-004507,Amber,Human review,92.1
CLM-004508,Green,Auto-approved,3.9
CLM-004509,Green,Auto-approved,1.9
CLM-004510,Green,Auto-approved,1.6
CLM-004511,Green,Auto-approved,1.9
CLM-004512,Red,SIU referral,457.5
CLM-004513,Amber,Human review,57.9
CLM-004514,Green,Auto-approved,0.7
CLM-004515,Amber,Human review,43.9
CLM-004516,Green,Auto-approved,0.9
CLM-004517,Green,Auto-approved,1.5
CLM-004518,Green,Auto-approved,1.8
CLM-004519,Green,Auto-approved,3.5
CLM-004520,Green,Auto-approved,3.9
CLM-004521,Amber,Human review,90.4
CLM-004522,Green,Auto-approved,3.8
CLM-004523,Amber,Human review,80.2
CLM-004524,Green,Auto-approved,1.8
CLM-004525,Green,Auto-approved,0.6
CLM-004526,Green,Auto-approved,1.3
CLM-004527,Amber,Human review,26.4
CLM-004528,Green,Auto-approved,3.4
CLM-004529,Amber,Human review,57.1
CLM-004530,Green,Auto-approved,3.6
CLM-004531,Amber,Human review,62.8
CLM-004532,Green,Auto-approved,1.9
CLM-004533,Amber,Human review,95.2
CLM-004534,Red,SIU referral,156.7
CLM-004535,Green,Auto-approved,1.2
CLM-004536,Amber,Human review,83.7
CLM-004537,Amber,Human review,44.0
CLM-004538,Green,Auto-approved,2.2
CLM-004539,Amber,Human review,92.8
CLM-004540,Green,Auto-approved,2.2
CLM-004541,Amber,Human review,62.9
CLM-004542,Green,Auto-approved,0.8
CLM-004543,Green,Auto-approved,2.2
CLM-004544,Amber,Human review,91.5
CLM-004545,Green,Auto-approved,2.4
CLM-004546,Amber,Human review,48.4
CLM-004547,Amber,Human review,72.1
CLM-004548,Amber,Human review,71.5
CLM-004549,Green,Auto-approved,0.6
CLM-004550,Green,Auto-approved,1.5
CLM-004551,Amber,Human review,44.0
CLM-004552,Green,Auto-approved,1.4
CLM-004553,Amber,Human review,85.1
CLM-004554,Green,Auto-approved,3.8
CLM-004555,Green,Auto-approved,2.4
CLM-004556,Amber,Human review,35.9
CLM-004557,Amber,Human review,28.8
CLM-004558,Amber,Human review,74.0
CLM-004559,Green,Auto-approved,0.7
CLM-004560,Green,Auto-approved,2.7
CLM-004561,Green,Auto-approved,1.8
CLM-004562,Green,Auto-approved,3.0
CLM-004563,Amber,Human review,43.0
CLM-004564,Green,Auto-approved,3.8
CLM-004565,Amber,Human review,60.5
CLM-004566,Amber,Human review,73.6
CLM-004567,Amber,Human review,91.2
CLM-004568,Amber,Human review,40.7
CLM-004569,Amber,Human review,70.9
CLM-004570,Red,SIU referral,200.7
CLM-004571,Green,Auto-approved,3.4
CLM-004572,Green,Auto-approved,0.9
CLM-004573,Amber,Human review,75.0
CLM-004574,Amber,Human review,80.2
CLM-004575,Amber,Human review,43.3
CLM-004576,Green,Auto-approved,2.9
CLM-004577,Amber,Human review,47.8
CLM-004578,Green,Auto-approved,1.3
CLM-004579,Green,Auto-approved,3.5
CLM-004580,Green,Auto-approved,3.9
CLM-004581,Amber,Human review,40.4
CLM-004582,Green,Auto-approved,2.3
CLM-004583,Green,Auto-approved,2.9
CLM-004584,Green,Auto-approved,0.6
CLM-004585,Amber,Human review,79.4
CLM-004586,Amber,Human review,60.0
CLM-004587,Green,Auto-approved,1.6
CLM-004588,Amber,Human review,33.6
CLM-004589,Amber,Human review,52.3
CLM-004590,Amber,Human review,67.9
CLM-004591,Amber,Human review,35.9
CLM-004592,Green,Auto-approved,0.6
CLM-004593,Amber,Human review,43.2
